col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
    689, NGC5411, NGC5411, 210.49690,   8.93770,  0.01970,   54.860, 7.94E+05, 5.88E+05,  0.00000,       0,       0
    690, NGC5443, NGC5443, 210.54919,  55.81400,  0.00600,   66.680, 4.07E+04, 4.99E+04,  0.00614,       1,       0
    691, NGC5417, NGC5417, 210.55431,   8.03710,  0.01630,   52.910, 3.97E+05, 2.70E+05,  0.00000,       0,       0
    692, NGC5433, NGC5433, 210.65030,  32.51050,  0.01460,   65.490, 5.53E+05, 3.65E+05,  0.00000,       0,       0
    693, UGC08955, UGC08955, 210.65140,  34.85570,  0.01330,   48.560, 1.66E+05, 1.04E+05,  0.00000,       0,       0
    694, UGC08960, UGC08960, 210.67970,  39.16840,  0.01920,   76.240, 1.40E+06, 1.02E+06,  0.00000,       0,       0
    695, NGC5423, NGC5423, 210.70261,   9.34140,  0.01970,   48.770, 5.54E+05, 4.10E+05,  0.01980,       1,       0
    696, NGC5448, NGC5448, 210.70850,  49.17270,  0.00660,   45.900, 1.26E+04, 1.38E+04,  0.00000,       0,       0
    697, UGC08988, UGC08988, 210.83430,  60.99020,  0.00700,   53.550, 3.13E+04, 3.17E+04,  0.00681,       1,       0
    698, NGC5444, NGC5444, 210.85049,  35.13210,  0.01360,   54.820, 2.57E+05, 1.64E+05,  0.00000,       0,       0
    699, NGC5434B, NGC5434B, 210.86290,   9.46730,  0.01880,   53.070, 6.19E+05, 4.40E+05,  0.01896,       1,       0
    700, NGC5445, NGC5445, 210.88130,  35.02530,  0.01300,   59.470, 2.89E+05, 1.78E+05,  0.00000,       0,       0
    701, NGC5436, NGC5436, 210.92120,   9.57350,  0.02240,   45.650, 6.62E+05, 7.84E+05,  0.00000,       0,       0
    702, UGC08984, UGC08984, 210.94650,  35.74170,  0.01270,   48.540, 1.46E+05, 8.84E+04,  0.01282,       1,       0
    703, NGC5473, NGC5473, 211.18010,  54.89260,  0.00660,   63.270, 4.45E+04, 4.94E+04,  0.00675,       1,       1
    704, NGC5454, NGC5454, 211.19040,  14.38200,  0.02540,   45.940, 9.79E+05, 1.07E+06,  0.00000,       0,       0
    705, NGC5475, NGC5475, 211.30170,  55.74190,  0.00580,   51.190, 1.09E+04, 1.42E+04,  0.00561,       1,       1
    706, UGC09014, UGC09014, 211.36980,  34.92200,  0.01370,   54.590, 2.61E+05, 1.67E+05,  0.00000,       0,       0
    707, NGC5480, NGC5480, 211.58990,  50.72510,  0.00630,   51.750, 1.79E+04, 2.07E+04,  0.00651,       1,       1
    708, NGC5485, NGC5485, 211.79730,  55.00160,  0.00640,   71.290, 5.88E+04, 6.76E+04,  0.00639,       1,       1
    709, NGC5482, NGC5482, 212.12790,   8.93190,  0.02370,   54.700, 1.37E+06, 1.66E+06,  0.00000,       0,       0
    710, NGC5490, NGC5490, 212.48869,  17.54550,  0.01620,   61.290, 6.17E+05, 4.19E+05,  0.00000,       0,       0
    711, UGC09071, UGC09071, 212.51289,  54.21830,  0.00630,   60.720, 3.35E+04, 3.92E+04,  0.00606,       1,       1
    712, NGC5492, NGC5492, 212.64680,  19.61220,  0.00760,   70.610, 9.57E+04, 8.48E+04,  0.00000,       0,       0
    713, UGC09080, UGC09080, 212.64960,  59.35800,  0.01030,   47.180, 7.08E+04, 4.02E+04,  0.01019,       1,       0
    714, UGC09067, UGC09067, 212.68941,  15.20940,  0.02620,   45.700, 1.06E+06, 1.10E+06,  0.02634,       1,       1
    715, NGC5520, NGC5520, 213.09500,  50.34840,  0.00630,   53.380, 1.98E+04, 2.32E+04,  0.00620,       1,       1
    716, NGC5513, NGC5513, 213.28590,  20.41630,  0.01670,   64.170, 7.85E+05, 5.35E+05,  0.01688,       1,       0
    717, UGC09110, UGC09110, 213.55580,  15.62240,  0.01550,   57.130, 4.37E+05, 2.94E+05,  0.01564,       1,       0
    718, UGC09113, UGC09113, 213.56149,  35.42370,  0.01060,   45.690, 7.10E+04, 4.05E+04,  0.01070,       1,       0
    719, NGC5519, NGC5519, 213.58690,   7.51590,  0.02480,   46.560, 9.51E+05, 1.09E+06,  0.02484,       1,       0
    720, NGC5522, NGC5522, 213.70990,  15.14690,  0.01530,   69.760, 7.73E+05, 5.18E+05,  0.01529,       1,       0
    721, UGC09117, UGC09117, 213.71680,  14.12590,  0.01660,   45.500, 2.68E+05, 1.83E+05,  0.00000,       0,       0
    722, UGC09121, UGC09121, 213.79890,  15.74210,  0.01770,   45.470, 3.25E+05, 2.22E+05,  0.00000,       0,       0
    723, NGC5525, NGC5525, 213.91341,  14.28260,  0.01850,   49.500, 4.75E+05, 3.33E+05,  0.01851,       1,       0
    724, NGC5533, NGC5533, 214.03230,  35.34380,  0.01300,   70.980, 4.96E+05, 3.05E+05,  0.01292,       1,       0
    725, IC0995, IC0995, 214.12959,  57.81020,  0.01050,   56.540, 1.32E+05, 7.53E+04,  0.01048,       1,       0
    726, NGC5532, NGC5532, 214.22060,  10.80740,  0.02480,   53.980, 1.50E+06, 1.71E+06,  0.02476,       1,       0
    727, NGC5546, NGC5546, 214.53850,   7.56450,  0.02460,   54.860, 1.50E+06, 1.74E+06,  0.02468,       1,       0
    728, IC0994, IC0994, 214.59430,  11.19520,  0.02440,   46.620, 9.16E+05, 1.08E+06,  0.02453,       1,       0
    729, NGC5557, NGC5557, 214.60719,  36.49360,  0.01080,   68.630, 2.54E+05, 1.45E+05,  0.01081,       1,       0
    730, NGC5549, NGC5549, 214.66170,   7.37730,  0.02570,   50.640, 1.37E+06, 1.45E+06,  0.02558,       1,       0
    731, UGC09165, UGC09165, 214.69910,  24.94050,  0.01760,   45.580, 3.17E+05, 2.17E+05,  0.01772,       1,       0
    732, NGC5559, NGC5559, 214.80330,  24.79870,  0.01720,   54.970, 5.30E+05, 3.62E+05,  0.01733,       1,       0
    733, UGC09182, UGC09182, 215.19220,  21.93570,  0.01560,   66.100, 6.93E+05, 4.67E+05,  0.01557,       1,       0
    734, NGC5580, NGC5580, 215.41000,  35.20490,  0.01090,   54.850, 1.32E+05, 7.52E+04,  0.01065,       1,       0
    735, UGC09199, UGC09199, 215.49960,  11.10010,  0.02580,   46.930, 1.09E+06, 1.15E+06,  0.02577,       1,       0
    736, NGC5587, NGC5587, 215.54460,  13.91810,  0.00770,   62.010, 6.76E+04, 5.81E+04,  0.00770,       1,       0
    737, NGC5602, NGC5602, 215.57851,  50.50140,  0.00740,   56.530, 4.59E+04, 4.21E+04,  0.00750,       1,       0
    738, NGC5598, NGC5598, 215.61780,  40.31980,  0.01810,   45.430, 3.46E+05, 2.39E+05,  0.01818,       1,       0
    739, NGC5611, NGC5611, 216.01990,  33.04740,  0.00630,   47.170, 1.13E+04, 1.31E+04,  0.00674,       1,       0
    740, NGC5614, NGC5614, 216.03160,  34.85890,  0.01300,   61.950, 3.26E+05, 2.00E+05,  0.01289,       1,       1
    741, NGC5616, NGC5616, 216.08620,  36.46140,  0.02850,   47.270, 1.51E+06, 1.66E+06,  0.02815,       1,       0
    742, NGC5610, NGC5610, 216.09560,  24.61410,  0.01690,   69.410, 1.03E+06, 7.00E+05,  0.01700,       1,       0
    743, NGC5622, NGC5622, 216.55080,  48.56400,  0.01290,   48.990, 1.59E+05, 9.73E+04,  0.01297,       1,       0
    744, NGC5631, NGC5631, 216.63870,  56.58260,  0.00660,   64.770, 4.89E+04, 5.37E+04,  0.00643,       1,       1
    745, UGC09253, UGC09253, 216.74380,  31.51700,  0.01310,   63.130, 3.60E+05, 2.23E+05,  0.01302,       1,       0
    746, NGC5623, NGC5623, 216.78610,  33.25250,  0.01130,   56.710, 1.65E+05, 9.47E+04,  0.01142,       1,       0
    747, UGC09262, UGC09262, 216.79311,  35.92170,  0.02850,   46.130, 1.41E+06, 1.55E+06,  0.02803,       1,       0
    748, NGC5633, NGC5633, 216.86830,  46.14660,  0.00770,   50.560, 3.71E+04, 3.13E+04,  0.00786,       1,       0
    749, NGC5630, NGC5630, 216.90250,  41.25780,  0.00890,   63.520, 1.12E+05, 7.75E+04,  0.00955,       1,       1
    750, NGC5635, NGC5635, 217.13229,  27.40900,  0.01440,   77.800, 8.99E+05, 5.91E+05,  0.01434,       1,       0
    751, UGC09291, UGC09291, 217.15370,  38.99910,  0.00960,   63.790, 1.46E+05, 8.86E+04,  0.00982,       1,       0
    752, NGC5642, NGC5642, 217.30620,  30.02640,  0.01440,   55.120, 3.15E+05, 2.07E+05,  0.01440,       1,       0
    753, NGC5656, NGC5656, 217.60629,  35.32100,  0.01050,   53.050, 1.09E+05, 6.19E+04,  0.01073,       1,       0
    754, NGC5657, NGC5657, 217.68159,  29.18080,  0.01310,   63.430, 3.60E+05, 2.22E+05,  0.01300,       1,       1
    755, NGC5659, NGC5659, 217.77560,  25.35510,  0.01500,   58.910, 4.34E+05, 2.89E+05,  0.01503,       1,       0
    756, NGC5665, NGC5665, 218.10730,   8.07860,  0.00740,   71.220, 9.21E+04, 8.48E+04,  0.00740,       1,       0
    757, NGC5675, NGC5675, 218.16600,  36.30220,  0.01320,   73.040, 5.72E+05, 3.56E+05,  0.01317,       1,       0
    758, NGC5682, NGC5682, 218.68739,  48.67020,  0.00760,   68.080, 8.60E+04, 7.60E+04,  0.00791,       1,       0
    759, NGC5687, NGC5687, 218.71831,  54.47590,  0.00720,   78.990, 1.17E+05, 1.13E+05,  0.00724,       1,       0
    760, NGC5689, NGC5689, 218.87379,  48.74160,  0.00720,   59.280, 4.88E+04, 4.70E+04,  0.00734,       1,       0
    761, NGC5684, NGC5684, 218.95900,  36.54320,  0.01370,   55.740, 2.76E+05, 1.76E+05,  0.01373,       1,       0
    762, UGC09401, UGC09401, 219.03860,  21.79350,  0.01880,   52.320, 5.91E+05, 4.20E+05,  0.01878,       1,       0
    763, NGC5714, NGC5714, 219.54800,  46.63820,  0.00750,   52.000, 3.70E+04, 3.30E+04,  0.00757,       1,       0
    764, NGC5720, NGC5720, 219.63870,  50.81520,  0.02600,   46.020, 1.05E+06, 1.09E+06,  0.02593,       1,       1
    765, UGC09448, UGC09448, 219.74651,  51.12070,  0.00740,   50.530, 3.06E+04, 2.84E+04,  0.00739,       1,       0
    766, NGC5730, NGC5730, 219.96730,  42.74230,  0.00840,   47.250, 3.92E+04, 2.91E+04,  0.00853,       1,       0
    767, NGC5731, NGC5731, 220.03841,  42.77950,  0.00840,   55.970, 6.51E+04, 4.84E+04,  0.00914,       1,       0
    768, NGC5732, NGC5732, 220.16229,  38.63780,  0.01260,   46.450, 1.23E+05, 7.39E+04,  0.01259,       1,       0
    769, UGC09476, UGC09476, 220.38350,  44.51280,  0.01090,   50.380, 1.03E+05, 5.91E+04,  0.01079,       1,       1
    770, NGC5739, NGC5739, 220.62050,  41.84240,  0.01850,   55.760, 6.83E+05, 4.78E+05,  0.01862,       1,       0
    771, NGC5735, NGC5735, 220.63850,  28.72650,  0.01250,   52.400, 1.75E+05, 1.04E+05,  0.01254,       1,       0
    772, UGC09492, UGC09492, 221.05080,   7.94960,  0.02770,   58.480, 1.26E+06, 1.38E+06,  0.02767,       1,       0
    773, UGC09518, UGC09518, 221.59061,  32.78020,  0.02910,   47.770, 1.48E+06, 1.62E+06,  0.02929,       1,       0
    774, UGC09537, UGC09537, 222.11150,  34.99810,  0.02950,   51.860, 1.36E+06, 1.49E+06,  0.02942,       1,       0
    775, UGC09542, UGC09542, 222.25490,  42.46390,  0.01830,   54.760, 6.29E+05, 4.37E+05,  0.01831,       1,       1
    776, UGC09539, UGC09539, 222.27490,  22.19820,  0.02120,   47.450, 6.29E+05, 6.29E+05,  0.02118,       1,       0
    777, NGC5772, NGC5772, 222.91200,  40.59920,  0.01630,   61.310, 6.26E+05, 4.26E+05,  0.01629,       1,       0
    778, NGC5784, NGC5784, 223.56850,  42.55790,  0.01810,   48.900, 4.32E+05, 2.98E+05,  0.01838,       1,       1
    779, UGC09598, UGC09598, 223.78780,  43.81860,  0.01860,   55.310, 6.87E+05, 4.85E+05,  0.01868,       1,       1
    780, NGC5797, NGC5797, 224.10020,  49.69620,  0.01330,   54.240, 2.35E+05, 1.47E+05,  0.01341,       1,       1
    781, IC1079, IC1079, 224.15070,   9.36970,  0.02910,   58.260, 1.18E+06, 1.30E+06,  0.02920,       1,       1
    782, UGC09629, UGC09629, 224.29691,  52.34600,  0.02610,   50.940, 1.47E+06, 1.53E+06,  0.02615,       1,       1
    783, UGC09665, UGC09665, 225.38530,  48.31970,  0.00850,   56.890, 7.12E+04, 5.20E+04,  0.00843,       1,       1
    784, NGC5829, NGC5829, 225.67500,  23.33360,  0.01890,   47.210, 4.42E+05, 3.16E+05,  0.01873,       1,       0
    785, UGC09711, UGC09711, 226.65240,   9.43840,  0.02780,   59.740, 1.22E+06, 1.33E+06,  0.02794,       1,       0
    786, IC4534, IC4534, 226.67400,  23.64190,  0.01630,   47.220, 2.80E+05, 1.90E+05,  0.01633,       1,       0
    787, NGC5876, NGC5876, 227.38150,  54.50650,  0.01090,   69.350, 2.72E+05, 1.56E+05,  0.01094,       1,       0
    788, UGC09759, UGC09759, 227.67130,  55.34930,  0.01150,   65.180, 2.65E+05, 1.53E+05,  0.01123,       1,       0
    789, NGC5888, NGC5888, 228.28070,  41.26460,  0.02910,   45.080, 1.39E+06, 1.52E+06,  0.02912,       1,       1
    790, UGC09777, UGC09777, 228.56310,  20.47870,  0.01570,   48.990, 2.81E+05, 1.90E+05,  0.01579,       1,       1
    791, NGC5908, NGC5908, 229.17999,  55.40960,  0.01120,   55.080, 1.45E+05, 8.31E+04,  0.01095,       1,       1
    792, UGC09842, UGC09842, 231.27420,  37.96020,  0.02970,   58.320, 1.14E+06, 1.25E+06,  0.02967,       1,       0
    793, UGC09849, UGC09849, 231.31850,  53.40710,  0.01160,   60.050, 2.11E+05, 1.21E+05,  0.01228,       1,       0
    794, NGC5928, NGC5928, 231.51199,  18.07360,  0.01490,   58.520, 4.16E+05, 2.76E+05,  0.01498,       1,       1
    795, NGC5930, NGC5930, 231.53310,  41.67610,  0.00880,   63.230, 1.06E+05, 7.49E+04,  0.00879,       1,       1
    796, NGC5934, NGC5934, 232.05321,  42.92990,  0.01860,   55.860, 7.05E+05, 4.97E+05,  0.01853,       1,       0
    797, UGC09873, UGC09873, 232.46100,  42.62890,  0.01880,   46.500, 4.12E+05, 2.93E+05,  0.01867,       1,       1
    798, UGC09892, UGC09892, 233.21640,  41.19150,  0.01890,   50.700, 5.51E+05, 3.94E+05,  0.01889,       1,       1
    799, NGC5951, NGC5951, 233.42950,  15.00720,  0.00590,   72.370, 4.96E+04, 6.23E+04,  0.00622,       1,       0
    800, UGC09901, UGC09901, 233.61220,  12.27020,  0.01060,   45.740, 7.07E+04, 4.03E+04,  0.01056,       1,       0
    801, NGC5953, NGC5953, 233.63490,  15.19380,  0.00660,   46.040, 1.27E+04, 1.39E+04,  0.00721,       1,       1
    802, ARP220, ARP220, 233.73840,  23.50370,  0.01810,   47.330, 3.92E+05, 2.70E+05,  0.01800,       1,       1
    803, NGC5957, NGC5957, 233.84669,  12.04760,  0.00610,   50.610, 1.38E+04, 1.67E+04,  0.00605,       1,       1
    804, NGC5971, NGC5971, 233.90370,  56.46170,  0.01130,   50.160, 1.12E+05, 6.45E+04,  0.01121,       1,       0
    805, UGC09919, UGC09919, 233.91530,  12.60640,  0.01060,   69.670, 2.56E+05, 1.46E+05,  0.01074,       1,       0
    806, NGC5966, NGC5966, 233.96710,  39.76890,  0.01500,   49.800, 2.62E+05, 1.74E+05,  0.01493,       1,       1
    807, IC4566, IC4566, 234.17570,  43.53930,  0.01860,   46.870, 4.11E+05, 2.90E+05,  0.01865,       1,       1
    808, UGC09937, UGC09937, 234.34550,  20.54980,  0.01490,   45.900, 1.97E+05, 1.31E+05,  0.01482,       1,       0
    809, NGC5987, NGC5987, 234.98900,  58.07950,  0.01000,   49.850, 7.71E+04, 4.36E+04,  0.01001,       1,       1
    810, NGC5980, NGC5980, 235.37680,  15.78770,  0.01360,   60.970, 3.60E+05, 2.30E+05,  0.01372,       1,       0
    811, UGC10043, UGC10043, 237.17250,  21.86980,  0.00720,   49.970, 2.72E+04, 2.61E+04,  0.00737,       1,       1
    812, UGC10042, UGC10042, 237.23801,   7.22210,  0.01410,   52.600, 2.53E+05, 1.65E+05,  0.01403,       1,       0
    813, NGC6004, NGC6004, 237.59470,  18.93930,  0.01280,   55.820, 2.27E+05, 1.38E+05,  0.01274,       1,       1
    814, UGC10097, UGC10097, 238.93030,  47.86730,  0.01990,   51.880, 6.85E+05, 5.11E+05,  0.01977,       1,       1
    815, NGC6020, NGC6020, 239.28391,  22.40460,  0.01440,   45.960, 1.79E+05, 1.18E+05,  0.01446,       1,       1
    816, NGC6021, NGC6021, 239.37790,  15.95600,  0.01580,   45.140, 2.26E+05, 1.53E+05,  0.01580,       1,       1
    817, IC1151, IC1151, 239.63470,  17.44150,  0.00730,   49.440, 2.63E+04, 2.51E+04,  0.00746,       1,       1
    818, UGC10123, UGC10123, 239.76230,  51.30470,  0.01260,   48.570, 1.41E+05, 8.44E+04,  0.01262,       1,       1
    819, NGC6027, NGC6027, 239.80220,  20.76340,  0.01480,   57.370, 3.83E+05, 2.54E+05,  0.01476,       1,       1
    820, NGC6032, NGC6032, 240.75470,  20.95590,  0.01450,   49.400, 2.28E+05, 1.50E+05,  0.01427,       1,       0
    821, NGC6060, NGC6060, 241.46660,  21.48490,  0.01510,   70.320, 7.56E+05, 5.04E+05,  0.01453,       1,       0
    822, UGC10205, UGC10205, 241.66740,  30.09910,  0.02190,   52.640, 9.60E+05, 1.11E+06,  0.02185,       1,       1
    823, NGC6063, NGC6063, 241.80409,   7.97900,  0.00950,   54.580, 8.78E+04, 5.43E+04,  0.00948,       1,       1
    824, IC1199, IC1199, 242.64310,  10.04040,  0.01580,   49.460, 2.97E+05, 2.01E+05,  0.01568,       1,       1
    825, UGC10257, UGC10257, 242.78130,  38.25130,  0.01270,   69.540, 4.40E+05, 2.66E+05,  0.01279,       1,       1
    826, NGC6081, NGC6081, 243.23689,   9.86710,  0.01710,   48.190, 3.45E+05, 2.36E+05,  0.01681,       1,       1
    827, UGC10297, UGC10297, 243.87019,  18.90470,  0.00770,   54.520, 4.56E+04, 3.93E+04,  0.00789,       1,       0
    828, UGC10331, UGC10331, 244.33800,  59.32010,  0.01520,   45.250, 2.01E+05, 1.34E+05,  0.01517,       1,       1
    829, NGC6125, NGC6125, 244.79810,  57.98410,  0.01540,   49.840, 2.83E+05, 1.90E+05,  0.01574,       1,       1
    830, UGC10337, UGC10337, 244.86920,   7.27870,  0.02930,   50.420, 1.41E+06, 1.55E+06,  0.02940,       1,       1
    831, NGC6132, NGC6132, 245.91180,  11.78620,  0.01660,   49.570, 3.47E+05, 2.36E+05,  0.01661,       1,       1
    832, NGC6146, NGC6146, 246.29300,  40.89290,  0.02920,   48.050, 1.47E+06, 1.61E+06,  0.02943,       1,       1
    833, NGC6154, NGC6154, 246.37700,  49.84030,  0.01990,   46.220, 4.82E+05, 3.60E+05,  0.01999,       1,       1
    834, UGC10380, UGC10380, 246.45799,  16.57610,  0.02920,   62.780, 1.01E+06, 1.10E+06,  0.02909,       1,       1
    835, NGC6150, NGC6150, 246.45821,  40.48870,  0.02920,   45.060, 1.41E+06, 1.54E+06,  0.02919,       1,       1
    836, NGC6155, NGC6155, 246.53470,  48.36680,  0.00810,   55.160, 5.50E+04, 4.30E+04,  0.00809,       1,       0
    837, UGC10384, UGC10384, 246.69450,  11.58030,  0.01650,   45.450, 2.61E+05, 1.78E+05,  0.01670,       1,       1
    838, UGC10388, UGC10388, 246.76241,  16.38220,  0.01540,   49.370, 2.73E+05, 1.83E+05,  0.01543,       1,       1
    839, NGC6166NED01, NGC6166NED01, 247.16310,  39.55280,  0.02680,   55.070, 1.41E+06, 1.49E+06,  0.02682,       1,       0
    840, NGC6173, NGC6173, 247.43700,  40.81170,  0.02940,   63.700, 9.53E+05, 1.05E+06,  0.02942,       1,       1
    841, NGC6168, NGC6168, 247.83681,  20.18560,  0.00860,   45.310, 3.60E+04, 2.60E+04,  0.00880,       1,       1
    842, NGC6186, NGC6186, 248.60620,  21.54090,  0.00980,   55.180, 9.94E+04, 5.83E+04,  0.01006,       1,       1
    843, UGC10650, UGC10650, 255.06081,  23.10630,  0.00990,   66.210, 1.76E+05, 1.02E+05,  0.01067,       1,       1
    844, NGC6278, NGC6278, 255.20970,  23.01100,  0.00930,   61.460, 1.18E+05, 7.57E+04,  0.00942,       1,       0
    845, UGC10693, UGC10693, 256.22089,  41.86550,  0.02800,   59.670, 1.21E+06, 1.33E+06,  0.02788,       1,       1
    846, UGC10695, UGC10695, 256.27319,  43.04320,  0.02800,   51.320, 1.44E+06, 1.59E+06,  0.02764,       1,       1
    847, UGC10710, UGC10710, 256.71881,  43.12220,  0.02790,   62.820, 1.11E+06, 1.22E+06,  0.02778,       1,       1
    848, NGC6310, NGC6310, 256.98950,  60.99020,  0.01140,   64.050, 2.43E+05, 1.40E+05,  0.01140,       1,       1
    849, NGC6301, NGC6301, 257.13641,  42.33910,  0.02790,   60.630, 1.18E+06, 1.30E+06,  0.02790,       1,       0
    850, NGC6314, NGC6314, 258.16129,  23.27010,  0.02210,   53.540, 1.04E+06, 1.22E+06,  0.02191,       1,       1
    851, NGC6338, NGC6338, 258.84570,  57.41120,  0.02740,   61.530, 1.19E+06, 1.29E+06,  0.02752,       1,       1
    852, UGC10796, UGC10796, 259.19891,  61.92010,  0.01020,   46.020, 6.45E+04, 3.66E+04,  0.01032,       1,       1
    853, NGC6361, NGC6361, 259.67120,  60.60820,  0.01280,   48.160, 1.44E+05, 8.73E+04,  0.01270,       1,       0
    854, UGC10811, UGC10811, 259.68219,  58.13510,  0.02910,   46.330, 1.51E+06, 1.66E+06,  0.02901,       1,       0
    855, UGC10799, UGC10799, 259.72610,  29.85600,  0.02880,   48.310, 1.48E+06, 1.62E+06,  0.02762,       1,       1
    856, IC1256, IC1256, 260.94699,  26.48650,  0.01590,   47.080, 2.60E+05, 1.76E+05,  0.01579,       1,       0
    857, NGC6394, NGC6394, 262.58929,  59.63990,  0.02840,   45.900, 1.37E+06, 1.51E+06,  0.02841,       1,       1
    858, UGC10905, UGC10905, 263.52679,  25.34400,  0.02650,   56.180, 1.39E+06, 1.46E+06,  0.02575,       1,       1
    859, NGC6411, NGC6411, 263.88690,  60.81340,  0.01230,   61.740, 2.73E+05, 1.61E+05,  0.01244,       1,       1
    860, NGC6427, NGC6427, 265.91080,  25.49390,  0.01080,   46.400, 7.89E+04, 4.51E+04,  0.01088,       1,       1
    861, UGC10972, UGC10972, 266.59131,  26.54380,  0.01550,   65.610, 6.67E+05, 4.49E+05,  0.01539,       1,       1
    862, NGC6478, NGC6478, 267.15729,  51.15380,  0.02270,   52.810, 1.07E+06, 1.27E+06,  0.02265,       1,       1
    863, NGC6497, NGC6497, 267.82489,  59.47090,  0.02050,   55.660, 9.31E+05, 5.31E+05,  0.02020,       1,       1
    864, NGC6515, NGC6515, 269.35501,  50.72810,  0.02280,   53.520, 1.14E+06, 1.36E+06,  0.02285,       1,       1
    865, UGC11228, UGC11228, 276.19269,  41.49270,  0.01930,   45.710, 4.28E+05, 3.12E+05,  0.01916,       1,       0
    866, UGC11262, UGC11262, 277.64871,  42.69270,  0.01860,   48.650, 4.62E+05, 3.25E+05,  0.01848,       1,       1
    867, NGC6762, NGC6762, 286.40451,  63.93410,  0.00980,   67.870, 1.83E+05, 1.09E+05,  0.00986,       1,       1
    868, MCG-02-51-004, MCG-02-51-004, 303.91611, -13.62200,  0.01880,   49.980, 5.19E+05, 3.69E+05,  0.01899,       1,       1
    869, NGC6941, NGC6941, 309.09781,  -4.61870,  0.02080,   55.380, 9.52E+05, 8.66E+05,  0.02061,       1,       1
    870, NGC6945, NGC6945, 309.75250,  -4.97250,  0.01260,   57.110, 2.33E+05, 1.40E+05,  0.01249,       1,       1
    871, NGC6978, NGC6978, 313.14761,  -5.71110,  0.01990,   59.810, 1.07E+06, 7.99E+05,  0.01978,       1,       0
    872, UGC11649, UGC11649, 313.86511,  -1.22520,  0.01260,   45.990, 1.22E+05, 7.34E+04,  0.01257,       1,       1
    873, UGC11680NED01, UGC11680NED01, 316.92221,   3.87160,  0.02600,   53.640, 1.47E+06, 1.52E+06,  0.02590,       1,       0
    874, NGC7025, NGC7025, 316.94720,  16.33590,  0.01660,   64.660, 7.79E+05, 5.30E+05,  0.01639,       1,       1
    875, UGC11694, UGC11694, 317.96680,  11.27610,  0.01700,   47.100, 3.18E+05, 2.17E+05,  0.01732,       1,       0
    876, NGC7047, NGC7047, 319.11520,  -0.82650,  0.01930,   49.270, 5.37E+05, 3.91E+05,  0.01926,       1,       0
    877, UGC11717, UGC11717, 319.64761,  19.71870,  0.02120,   55.370, 1.01E+06, 1.01E+06,  0.02088,       1,       1
    878, MCG-01-54-016, MCG-01-54-016, 321.49991,  -3.80900,  0.00980,   51.340, 7.98E+04, 4.68E+04,  0.00982,       1,       1
    879, UGC11740, UGC11740, 321.55981,   9.79790,  0.02150,   49.100, 7.32E+05, 7.84E+05,  0.02111,       1,       0
    880, UGC11792, UGC11792, 325.55289,   5.61540,  0.01600,   55.790, 4.49E+05, 3.05E+05,  0.01602,       1,       1
    881, NGC7194, NGC7194, 330.87891,  12.63680,  0.02720,   49.610, 1.51E+06, 1.62E+06,  0.02713,       1,       1
    882, NGC7236, NGC7236, 333.68750,  13.84650,  0.02620,   54.960, 1.44E+06, 1.49E+06,  0.02618,       1,       0
    883, UGC11958, UGC11958, 333.69531,  13.84090,  0.02620,   67.680, 1.08E+06, 1.12E+06,  0.02618,       1,       1
    884, UGC11982, UGC11982, 334.72061,  -1.05870,  0.01620,   48.490, 3.03E+05, 2.06E+05,  0.01590,       1,       1
    885, UGC12054, UGC12054, 337.38519,   7.72600,  0.00700,   51.070, 2.58E+04, 2.62E+04,  0.00692,       1,       1
    886, NGC7311, NGC7311, 338.52829,   5.57030,  0.01500,   58.850, 4.36E+05, 2.90E+05,  0.01518,       1,       1
    887, NGC7321, NGC7321, 339.11679,  21.62180,  0.02380,   52.320, 1.20E+06, 1.45E+06,  0.02371,       1,       1
    888, UGC12127, UGC12127, 339.62259,  35.32970,  0.02740,   45.640, 1.21E+06, 1.31E+06,  0.02741,       1,       1
    889, NGC7364, NGC7364, 341.10150,  -0.16210,  0.01620,   52.530, 3.84E+05, 2.61E+05,  0.01620,       1,       1
    890, UGC12185, UGC12185, 341.85440,  31.37350,  0.02220,   53.610, 1.05E+06, 1.24E+06,  0.02195,       1,       0
    891, UGC12224, UGC12224, 343.15991,   6.09360,  0.01180,   49.320, 1.21E+05, 7.00E+04,  0.01164,       1,       1
    892, VV488NED02, VV488NED02, 344.21201,  -8.96750,  0.01640,   59.780, 5.98E+05, 4.07E+05,  0.01647,       1,       1
    893, NGC7436B, NGC7436B, 344.48981,  26.15000,  0.02460,   54.090, 1.48E+06, 1.71E+06,  0.02455,       1,       0
    894, UGC12274, UGC12274, 344.58170,  26.06190,  0.02550,   50.510, 1.33E+06, 1.43E+06,  0.02538,       1,       1
    895, UGC12308, UGC12308, 345.32791,  14.33960,  0.00760,   72.210, 1.02E+05, 9.06E+04,  0.00757,       1,       1
    896, NGC7466, NGC7466, 345.51440,  27.05260,  0.02510,   56.150, 1.46E+06, 1.63E+06,  0.02483,       1,       1
    897, UGC12348, UGC12348, 346.32849,   0.18950,  0.02500,   45.320, 8.97E+05, 1.01E+06,  0.02521,       1,       1
    898, NGC7489, NGC7489, 346.88620,  22.99810,  0.02080,   54.170, 8.95E+05, 8.21E+05,  0.02071,       1,       1
    899, NGC7536, NGC7536, 348.55499,  13.42640,  0.01570,   57.170, 4.50E+05, 3.03E+05,  0.01563,       1,       0
