col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
    478, NGC3995, NGC3995, 179.43370,  32.29410,  0.01110,   54.490, 1.38E+05, 7.89E+04,  0.00000,       0,       0
    479, NGC4003, NGC4003, 179.49600,  23.12490,  0.02190,   45.800, 6.23E+05, 7.17E+05,  0.02181,       1,       1
    480, NGC4002, NGC4002, 179.49710,  23.20200,  0.02210,   50.300, 8.53E+05, 1.00E+06,  0.00000,       0,       0
    481, NGC4008, NGC4008, 179.57091,  28.19250,  0.01210,   62.170, 2.66E+05, 1.54E+05,  0.00000,       0,       0
    482, NGC4012, NGC4012, 179.61470,  10.02150,  0.01390,   60.240, 3.68E+05, 2.38E+05,  0.00000,       0,       0
    483, NGC4018, NGC4018, 179.66980,  25.31630,  0.01490,   51.910, 2.90E+05, 1.93E+05,  0.00000,       0,       0
    484, NGC4015NED01, NGC4015NED01, 179.67751,  25.03660,  0.01450,   46.830, 1.93E+05, 1.27E+05,  0.00000,       0,       0
    485, NGC4017, NGC4017, 179.69031,  27.45240,  0.01150,   49.740, 1.17E+05, 6.75E+04,  0.00000,       0,       0
    486, UGC07012, UGC07012, 180.51311,  29.84800,  0.01020,   48.960, 7.76E+04, 4.41E+04,  0.01043,       1,       0
    487, UGC07017, UGC07017, 180.59380,  29.86180,  0.01040,   51.600, 9.62E+04, 5.47E+04,  0.00000,       0,       0
    488, UGC07016, UGC07016, 180.59990,  14.84360,  0.02430,   60.060, 1.42E+06, 1.69E+06,  0.00000,       0,       0
    489, NGC4047, NGC4047, 180.71120,  48.63620,  0.01150,   54.390, 1.52E+05, 8.71E+04,  0.01140,       1,       0
    490, UGC07031, UGC07031, 180.83980,  29.41980,  0.01190,   48.220, 1.18E+05, 6.81E+04,  0.00000,       0,       0
    491, UGC07041, UGC07041, 180.95700,  29.71550,  0.01070,   54.350, 1.25E+05, 7.11E+04,  0.00000,       0,       0
    492, SDSSJ120353.51+252556.6, SDSSJ120353.51+252556.6, 180.97380,  25.43380,  0.01080,   51.720, 1.09E+05, 6.22E+04,  0.00000,       0,       0
    493, NGC4070, NGC4070, 181.04710,  20.40980,  0.02400,   47.510, 9.14E+05, 1.11E+06,  0.00000,       0,       0
    494, NGC4078, NGC4078, 181.19850,  10.59560,  0.00840,   45.440, 3.32E+04, 2.48E+04,  0.00000,       0,       0
    495, UGC07082, UGC07082, 181.38390,  51.50460,  0.02840,   48.740, 1.48E+06, 1.63E+06,  0.00000,       0,       0
    496, UGC07100, UGC07100, 181.68530,  17.71540,  0.01440,   59.200, 3.91E+05, 2.57E+05,  0.00000,       0,       0
    497, NGC4131, NGC4131, 182.19701,  29.30480,  0.01240,   50.130, 1.49E+05, 8.83E+04,  0.00000,       0,       0
    498, NGC4134, NGC4134, 182.29170,  29.17690,  0.01280,   46.960, 1.34E+05, 8.16E+04,  0.00000,       0,       0
    499, UGC07141, UGC07141, 182.41470,  23.28940,  0.02310,   48.770, 8.87E+05, 1.06E+06,  0.00000,       0,       0
    500, UGC07145, UGC07145, 182.46240,  38.21860,  0.02210,   48.290, 7.60E+05, 8.95E+05,  0.02203,       1,       1
    501, NGC4148, NGC4148, 182.53320,  35.87760,  0.02250,   54.350, 1.15E+06, 1.36E+06,  0.00000,       0,       0
    502, NGC4149, NGC4149, 182.63690,  58.30410,  0.01030,   49.690, 8.27E+04, 4.69E+04,  0.01030,       1,       1
    503, NGC4155, NGC4155, 182.69040,  19.04080,  0.02490,   45.120, 8.76E+05, 9.91E+05,  0.00000,       0,       0
    504, UGC07180, UGC07180, 182.72321,  66.92400,  0.02260,   48.200, 8.02E+05, 9.52E+05,  0.00000,       0,       0
    505, UGC07179, UGC07179, 182.74150,  63.91440,  0.00880,   72.600, 1.64E+05, 1.15E+05,  0.00000,       0,       0
    506, NGC4158, NGC4158, 182.79230,  20.17570,  0.00820,   53.580, 5.31E+04, 4.06E+04,  0.00000,       0,       0
    507, IC0768, IC0768, 182.94839,  12.14370,  0.01340,   47.560, 1.59E+05, 1.00E+05,  0.00000,       0,       0
    508, NGC4162, NGC4162, 182.96870,  24.12360,  0.00860,   51.900, 5.44E+04, 3.96E+04,  0.00000,       0,       0
    509, NGC4168, NGC4168, 183.07190,  13.20520,  0.00760,   74.020, 1.12E+05, 9.84E+04,  0.00000,       0,       0
    510, NGC4169, NGC4169, 183.07820,  29.17940,  0.01250,   64.820, 3.37E+05, 2.01E+05,  0.00000,       0,       0
    511, NGC4175, NGC4175, 183.12801,  29.16860,  0.01370,   73.130, 6.38E+05, 4.08E+05,  0.00000,       0,       0
    512, IC0769, IC0769, 183.13470,  12.12380,  0.00730,   71.800, 9.14E+04, 8.57E+04,  0.00000,       0,       0
    513, NGC4180, NGC4180, 183.26270,   7.03890,  0.00690,   53.700, 3.01E+04, 3.10E+04,  0.00000,       0,       0
    514, IC3046, IC3046, 183.28281,  12.91820,  0.02690,   49.820, 1.50E+06, 1.60E+06,  0.00000,       0,       0
    515, NGC4185, NGC4185, 183.34250,  28.51100,  0.01290,   69.440, 4.61E+05, 2.82E+05,  0.01289,       1,       1
    516, NGC4191, NGC4191, 183.46001,   7.20090,  0.00880,   47.110, 4.46E+04, 3.11E+04,  0.00000,       0,       0
    517, NGC4200, NGC4200, 183.68430,  12.18080,  0.00780,   50.510, 3.82E+04, 3.16E+04,  0.00000,       0,       0
    518, NGC4210, NGC4210, 183.81599,  65.98530,  0.00910,   55.110, 7.77E+04, 5.21E+04,  0.00916,       1,       1
    519, UGC07270, UGC07270, 183.89349,  21.83270,  0.02250,   52.020, 1.00E+06, 1.19E+06,  0.00000,       0,       0
    520, NGC4211NED02, NGC4211NED02, 183.90550,  28.16960,  0.02230,   45.940, 6.65E+05, 7.86E+05,  0.02213,       1,       1
    521, NGC4213, NGC4213, 183.90649,  23.98190,  0.02240,   48.220, 7.81E+05, 9.23E+05,  0.00000,       0,       0
    522, UGC07286, UGC07286, 183.99690,  27.44220,  0.02560,   47.240, 1.09E+06, 1.17E+06,  0.00000,       0,       0
    523, NGC4227, NGC4227, 184.14040,  33.52210,  0.02160,   54.440, 1.01E+06, 1.10E+06,  0.00000,       0,       0
    524, NGC4238, NGC4238, 184.23260,  63.40990,  0.00930,   60.360, 1.10E+05, 7.13E+04,  0.00000,       0,       0
    525, NGC4233, NGC4233, 184.28200,   7.62440,  0.00760,   71.900, 1.04E+05, 9.05E+04,  0.00000,       0,       0
    526, 2MASXJ12170922+1227142, 2MASXJ12170922+1227142, 184.28870,  12.45400,  0.00730,   66.290, 6.96E+04, 6.64E+04,  0.00000,       0,       0
    527, NGC4256, NGC4256, 184.67950,  65.89830,  0.00840,   50.650, 4.88E+04, 3.60E+04,  0.00000,       0,       0
    528, IC0776, IC0776, 184.76300,   8.85620,  0.00810,   49.210, 4.00E+04, 3.09E+04,  0.00881,       1,       1
    529, UGC07358, UGC07358, 184.80090,  49.35460,  0.01210,   62.080, 2.69E+05, 1.56E+05,  0.00000,       0,       0
    530, UGC07367, UGC07367, 184.88370,  49.81570,  0.01370,   53.020, 2.37E+05, 1.51E+05,  0.00000,       0,       0
    531, NGC4272, NGC4272, 184.94850,  30.33910,  0.02820,   47.640, 1.50E+06, 1.65E+06,  0.00000,       0,       0
    532, NGC4284, NGC4284, 185.05260,  58.09290,  0.01400,   58.580, 3.44E+05, 2.24E+05,  0.00000,       0,       0
    533, NGC4290, NGC4290, 185.19800,  58.09250,  0.01000,   66.190, 1.85E+05, 1.05E+05,  0.00000,       0,       0
    534, UGC07416, UGC07416, 185.41319,  40.84890,  0.02300,   47.730, 8.19E+05, 9.79E+05,  0.00000,       0,       0
    535, IC3203, IC3203, 185.44009,  25.88470,  0.02310,   48.490, 8.69E+05, 1.04E+06,  0.00000,       0,       0
    536, NGC4305, NGC4305, 185.51500,  12.74090,  0.00640,   71.750, 6.20E+04, 7.03E+04,  0.00000,       0,       0
    537, NGC4306, NGC4306, 185.51711,  12.78750,  0.00510,   50.880, 4.49E+03, 6.92E+03,  0.00000,       0,       0
    538, NGC4351, NGC4351, 186.00620,  12.20480,  0.00770,   61.860, 6.69E+04, 5.76E+04,  0.00000,       0,       0
    539, NGC4352, NGC4352, 186.02090,  11.21810,  0.00700,   45.510, 1.57E+04, 1.59E+04,  0.00000,       0,       0
    540, IC3300, IC3300, 186.27071,  25.95760,  0.02220,   46.810, 6.99E+05, 8.24E+05,  0.00000,       0,       0
    541, IC3305, IC3305, 186.31039,  11.84960,  0.00800,   57.500, 6.04E+04, 4.78E+04,  0.00000,       0,       0
    542, NGC4383, NGC4383, 186.35629,  16.47010,  0.00560,   62.050, 2.43E+04, 3.27E+04,  0.00000,       0,       0
    543, NGC4405, NGC4405, 186.52980,  16.18100,  0.00580,   59.070, 2.22E+04, 2.87E+04,  0.00000,       0,       0
    544, IC3376, IC3376, 186.95970,  26.99350,  0.02380,   55.330, 1.44E+06, 1.75E+06,  0.00000,       0,       0
    545, NGC4450, NGC4450, 187.12331,  17.08500,  0.00640,   66.690, 4.97E+04, 5.63E+04,  0.00000,       0,       0
    546, IC3392, IC3392, 187.18021,  14.99950,  0.00590,   62.980, 3.08E+04, 3.88E+04,  0.00000,       0,       0
    547, IC0796, IC0796, 187.35970,  16.40470,  0.00520,   53.350, 7.23E+03, 1.10E+04,  0.00000,       0,       0
    548, NGC4470, NGC4470, 187.40739,   7.82420,  0.00790,   53.330, 4.59E+04, 3.76E+04,  0.00816,       1,       0
    549, NGC4475, NGC4475, 187.44820,  27.24330,  0.02470,   50.120, 1.18E+06, 1.36E+06,  0.00000,       0,       0
    550, NGC4474, NGC4474, 187.47310,  14.06860,  0.00530,   72.220, 3.41E+04, 5.02E+04,  0.00000,       0,       0
    551, NGC4476, NGC4476, 187.49620,  12.34870,  0.00660,   55.240, 2.78E+04, 3.07E+04,  0.00000,       0,       0
    552, NGC4500, NGC4500, 187.84230,  57.96460,  0.01020,   52.530, 9.64E+04, 5.47E+04,  0.00000,       0,       0
    553, NGC4495, NGC4495, 187.84531,  29.13650,  0.01520,   46.260, 2.14E+05, 1.43E+05,  0.00000,       0,       0
    554, IC3453, IC3453, 187.90730,  14.85980,  0.00850,   47.110, 4.00E+04, 2.93E+04,  0.00000,       0,       0
    555, IC0797, IC0797, 187.97820,  15.12410,  0.00700,   50.050, 2.38E+04, 2.41E+04,  0.00000,       0,       0
    556, IC0800, IC0800, 188.48610,  15.35480,  0.00790,   50.570, 3.92E+04, 3.20E+04,  0.00000,       0,       0
    557, NGC4545, NGC4545, 188.64230,  63.52510,  0.00910,   63.850, 1.24E+05, 8.22E+04,  0.00000,       0,       0
    558, UGC07740, UGC07740, 188.67551,  49.32460,  0.02940,   52.290, 1.35E+06, 1.48E+06,  0.00000,       0,       0
    559, NGC4555, NGC4555, 188.92160,  26.52310,  0.02220,   56.980, 1.28E+06, 1.51E+06,  0.00000,       0,       0
    560, NGC4556, NGC4556, 188.94110,  26.90890,  0.02480,   49.970, 1.18E+06, 1.35E+06,  0.00000,       0,       0
    561, NGC4570, NGC4570, 189.22240,   7.24660,  0.00580,   75.930, 5.40E+04, 6.99E+04,  0.00000,       0,       0
    562, IC3598, IC3598, 189.33780,  28.20820,  0.02560,   53.690, 1.49E+06, 1.59E+06,  0.02554,       1,       1
    563, NGC4578, NGC4578, 189.37730,   9.55510,  0.00760,   46.020, 2.38E+04, 2.09E+04,  0.00000,       0,       0
    564, UGC07799, UGC07799, 189.48100,  34.02230,  0.02230,   62.010, 1.48E+06, 1.74E+06,  0.00000,       0,       0
    565, NGC4584, NGC4584, 189.57449,  13.10990,  0.00580,   57.050, 1.93E+04, 2.49E+04,  0.00000,       0,       0
    566, NGC4598, NGC4598, 190.04970,   8.38370,  0.00660,   50.890, 1.97E+04, 2.18E+04,  0.00000,       0,       0
    567, UGC07848, UGC07848, 190.23869,  63.51960,  0.00840,   62.260, 8.87E+04, 6.63E+04,  0.00000,       0,       0
    568, NGC4612, NGC4612, 190.38651,   7.31490,  0.00620,   70.820, 5.32E+04, 6.31E+04,  0.00000,       0,       0
    569, NGC4644, NGC4644, 190.67780,  55.14550,  0.01640,   57.810, 5.40E+05, 3.68E+05,  0.01646,       1,       1
    570, NGC4644B, NGC4644B, 190.71941,  55.14580,  0.01600,   47.050, 2.66E+05, 1.81E+05,  0.00000,       0,       0
    571, NGC4641, NGC4641, 190.78191,  12.05120,  0.00670,   46.920, 1.49E+04, 1.61E+04,  0.00000,       0,       0
    572, IC3704, IC3704, 190.93990,  10.76990,  0.02900,   50.310, 1.42E+06, 1.56E+06,  0.00000,       0,       0
    573, UGC07904, UGC07904, 190.98810,  40.72960,  0.01700,   45.700, 2.89E+05, 1.97E+05,  0.00000,       0,       0
    574, UGC07922, UGC07922, 191.13541,  56.15020,  0.01580,   58.710, 5.06E+05, 3.42E+05,  0.00000,       0,       0
    575, NGC4675, NGC4675, 191.38280,  54.73760,  0.01590,   53.840, 3.91E+05, 2.65E+05,  0.00000,       0,       0
    576, UGC07941, UGC07941, 191.50360,  64.56940,  0.00770,   72.050, 1.08E+05, 9.21E+04,  0.00000,       0,       0
    577, NGC4676A, NGC4676A, 191.54210,  30.73190,  0.02220,   60.470, 1.51E+06, 1.78E+06,  0.02217,       1,       1
    578, NGC4686, NGC4686, 191.66620,  54.53420,  0.01680,   78.200, 1.45E+06, 9.87E+05,  0.00000,       0,       0
    579, UGC07959, UGC07959, 191.92490,  26.98160,  0.02390,   45.390, 7.85E+05, 9.52E+05,  0.00000,       0,       0
    580, NGC4711, NGC4711, 192.19110,  35.33270,  0.01360,   47.550, 1.67E+05, 1.07E+05,  0.01360,       1,       0
    581, UGC08004, UGC08004, 192.90820,  31.35280,  0.02070,   48.060, 6.07E+05, 5.41E+05,  0.02063,       1,       1
    582, NGC4746, NGC4746, 192.97980,  12.08350,  0.00580,   66.380, 3.59E+04, 4.62E+04,  0.00000,       0,       0
    583, NGC4779, NGC4779, 193.46181,   9.71010,  0.00940,   62.440, 1.29E+05, 8.08E+04,  0.00000,       0,       0
    584, UGC08025, UGC08025, 193.51030,  29.60360,  0.02110,   62.490, 1.45E+06, 1.43E+06,  0.00000,       0,       0
    585, UGC08040, UGC08040, 193.68150,  58.77640,  0.00840,   61.700, 8.75E+04, 6.50E+04,  0.00000,       0,       0
    586, NGC4795, NGC4795, 193.76190,   8.06550,  0.00930,   60.100, 1.10E+05, 7.06E+04,  0.00000,       0,       0
    587, IC0836, IC0836, 193.97630,  63.61160,  0.00920,   59.060, 1.01E+05, 6.59E+04,  0.00000,       0,       0
    588, NGC4816, NGC4816, 194.05060,  27.74550,  0.02310,   53.030, 1.15E+06, 1.37E+06,  0.02304,       1,       1
    589, NGC4841A, NGC4841A, 194.38310,  28.47690,  0.02260,   47.030, 7.43E+05, 8.83E+05,  0.02260,       1,       1
    590, NGC4846, NGC4846, 194.44870,  36.37070,  0.01510,   48.940, 2.52E+05, 1.68E+05,  0.00000,       0,       0
    591, NGC4859, NGC4859, 194.75760,  26.81570,  0.02390,   50.600, 1.10E+06, 1.33E+06,  0.00000,       0,       0
    592, NGC4874, NGC4874, 194.89880,  27.95930,  0.02390,   56.670, 1.50E+06, 1.82E+06,  0.02393,       1,       0
    593, UGC08107, UGC08107, 194.91570,  53.34120,  0.02770,   68.280, 9.19E+05, 1.00E+06,  0.02787,       1,       1
    594, NGC4892, NGC4892, 195.01469,  26.89810,  0.01980,   52.420, 6.96E+05, 5.17E+05,  0.00000,       0,       0
    595, NGC4895, NGC4895, 195.07471,  28.20240,  0.02850,   63.920, 1.02E+06, 1.13E+06,  0.00000,       0,       0
    596, UGC08119, UGC08119, 195.12680,  48.30850,  0.02900,   57.320, 1.22E+06, 1.34E+06,  0.00000,       0,       0
    597, IC0843, IC0843, 195.39000,  29.13060,  0.02460,   46.030, 8.94E+05, 1.04E+06,  0.00000,       0,       0
    598, IC4088, IC4088, 195.43069,  29.04470,  0.02360,   52.480, 1.19E+06, 1.43E+06,  0.00000,       0,       0
    599, NGC4931, NGC4931, 195.75360,  28.03250,  0.01800,   53.300, 5.48E+05, 3.75E+05,  0.00000,       0,       0
    600, NGC4944, NGC4944, 195.95810,  28.18570,  0.02330,   64.720, 1.37E+06, 1.65E+06,  0.00000,       0,       0
    601, NGC4952, NGC4952, 196.24330,  29.12220,  0.01980,   51.140, 6.45E+05, 4.79E+05,  0.00000,       0,       0
    602, NGC4956, NGC4956, 196.25391,  35.17800,  0.01590,   46.290, 2.46E+05, 1.67E+05,  0.01596,       1,       1
    603, NGC4961, NGC4961, 196.44820,  27.73410,  0.00850,   47.820, 4.23E+04, 3.08E+04,  0.00886,       1,       1
    604, NGC4978, NGC4978, 196.96049,  18.41550,  0.02170,   56.950, 1.20E+06, 1.34E+06,  0.00000,       0,       0
    605, IC4202, IC4202, 197.13161,  24.70080,  0.02380,   78.540, 9.39E+05, 1.14E+06,  0.00000,       0,       0
    606, UGC08231, UGC08231, 197.15649,  54.07440,  0.00830,   48.440, 3.97E+04, 3.02E+04,  0.00857,       1,       1
    607, UGC08234, UGC08234, 197.19380,  62.27170,  0.02700,   47.870, 1.34E+06, 1.43E+06,  0.02690,       1,       1
    608, NGC5000, NGC5000, 197.44791,  28.90690,  0.01870,   48.720, 4.67E+05, 3.30E+05,  0.01864,       1,       1
    609, UGC08250, UGC08250, 197.58389,  32.48320,  0.01760,   47.710, 3.67E+05, 2.51E+05,  0.01757,       1,       1
    610, UGC08267, UGC08267, 197.79720,  43.72630,  0.02420,   47.420, 9.34E+05, 1.12E+06,  0.02409,       1,       1
    611, NGC5016, NGC5016, 198.02780,  24.09500,  0.00870,   55.550, 7.10E+04, 5.03E+04,  0.00869,       1,       0
    612, NGC5029, NGC5029, 198.15660,  47.06330,  0.02900,   59.940, 1.13E+06, 1.24E+06,  0.02903,       1,       1
    613, UGC08322, UGC08322, 198.75380,  12.72530,  0.02540,   45.080, 9.22E+05, 1.00E+06,  0.02540,       1,       1
    614, NGC5056, NGC5056, 199.05130,  30.95030,  0.01850,   53.930, 6.24E+05, 4.38E+05,  0.01866,       1,       0
    615, IC4215, IC4215, 199.07010,  25.40520,  0.01300,   65.080, 3.81E+05, 2.34E+05,  0.01295,       1,       0
    616, NGC5057, NGC5057, 199.11571,  31.03150,  0.01960,   45.200, 4.28E+05, 3.15E+05,  0.00000,       0,       0
    617, NGC5081, NGC5081, 199.78430,  28.50690,  0.02210,   70.650, 1.32E+06, 1.55E+06,  0.00000,       0,       0
    618, IC0881, IC0881, 199.98480,  15.85050,  0.02330,   54.170, 1.25E+06, 1.51E+06,  0.00000,       0,       0
    619, IC4225, IC4225, 200.00400,  31.98140,  0.01810,   49.870, 4.59E+05, 3.16E+05,  0.00000,       0,       0
    620, NGC5127, NGC5127, 200.93761,  31.56580,  0.01620,   55.800, 4.63E+05, 3.14E+05,  0.00000,       0,       0
    621, NGC5125, NGC5125, 201.00290,   9.71020,  0.02330,   57.530, 1.51E+06, 1.81E+06,  0.00000,       0,       0
    622, NGC5129, NGC5129, 201.04179,  13.97650,  0.02300,   66.240, 1.35E+06, 1.62E+06,  0.00000,       0,       0
    623, UGC08451, UGC08451, 201.72470,  32.19320,  0.01760,   49.510, 4.11E+05, 2.81E+05,  0.00000,       0,       0
    624, NGC5157, NGC5157, 201.82021,  32.03070,  0.02440,   48.690, 1.04E+06, 1.23E+06,  0.02442,       1,       1
    625, UGC08457, UGC08457, 201.87820,  20.88090,  0.01980,   49.160, 5.71E+05, 4.24E+05,  0.00000,       0,       0
    626, NGC5169, NGC5169, 202.04190,  46.67210,  0.00810,   66.720, 1.00E+05, 7.76E+04,  0.00000,       0,       0
    627, NGC5166, NGC5166, 202.06290,  32.03220,  0.01550,   76.170, 1.05E+06, 7.06E+05,  0.00000,       0,       0
    628, 2MASXJ13283353+4655382, 2MASXJ13283353+4655382, 202.13831,  46.92720,  0.00910,   58.500, 9.32E+04, 6.25E+04,  0.00000,       0,       0
    629, NGC5165, NGC5165, 202.16319,  11.38700,  0.02300,   46.060, 7.33E+05, 8.76E+05,  0.00000,       0,       0
    630, NGC5205, NGC5205, 202.51489,  62.51160,  0.00590,   58.070, 2.20E+04, 2.79E+04,  0.00593,       1,       1
    631, NGC5198, NGC5198, 202.54739,  46.67070,  0.00850,   54.020, 5.95E+04, 4.39E+04,  0.00843,       1,       0
    632, UGC08498, UGC08498, 202.60820,  31.62080,  0.02430,   50.860, 1.18E+06, 1.40E+06,  0.00000,       0,       0
    633, NGC5216, NGC5216, 203.02870,  62.70070,  0.00980,   48.230, 6.56E+04, 3.86E+04,  0.00988,       1,       1
    634, NGC5218, NGC5218, 203.04320,  62.76770,  0.00970,   61.910, 1.34E+05, 8.11E+04,  0.00970,       1,       1
    635, NGC5207, NGC5207, 203.05830,  13.89240,  0.02550,   53.940, 1.49E+06, 1.60E+06,  0.00000,       0,       0
    636, NGC5208, NGC5208, 203.11639,   7.31640,  0.02270,   60.790, 1.48E+06, 1.76E+06,  0.00000,       0,       0
    637, NGC5210, NGC5210, 203.20520,   7.17010,  0.02280,   47.100, 7.72E+05, 9.21E+05,  0.00000,       0,       0
    638, UGC08539, UGC08539, 203.37090,  33.04240,  0.02450,   45.480, 8.55E+05, 9.99E+05,  0.00000,       0,       0
    639, NGC5223, NGC5223, 203.60510,  34.69040,  0.02410,   55.310, 1.48E+06, 1.79E+06,  0.00000,       0,       0
    640, IC0900, IC0900, 203.67920,   9.33690,  0.02360,   49.060, 9.62E+05, 1.16E+06,  0.00000,       0,       0
    641, NGC5222NED01, NGC5222NED01, 203.73309,  13.74220,  0.02320,   49.230, 9.22E+05, 1.11E+06,  0.00000,       0,       0
    642, UGC08564, UGC08564, 203.74049,  38.45750,  0.02060,   53.100, 8.15E+05, 7.10E+05,  0.00000,       0,       0
    643, NGC5233, NGC5233, 203.80560,  34.67740,  0.02640,   53.950, 1.45E+06, 1.51E+06,  0.00000,       0,       0
    644, NGC5240, NGC5240, 203.98000,  35.58820,  0.00750,   56.440, 4.79E+04, 4.28E+04,  0.00000,       0,       0
    645, IC0902, IC0902, 204.00510,  49.96080,  0.00540,   72.460, 3.78E+04, 5.39E+04,  0.00000,       0,       0
    646, NGC5250, NGC5250, 204.03059,  51.23580,  0.01500,   48.380, 2.39E+05, 1.59E+05,  0.00000,       0,       0
    647, UGC08600, UGC08600, 204.17520,  34.74630,  0.02430,   57.420, 1.47E+06, 1.74E+06,  0.00000,       0,       0
    648, NGC5249, NGC5249, 204.40620,  15.97220,  0.02590,   56.330, 1.42E+06, 1.47E+06,  0.00000,       0,       0
    649, UGC08633, UGC08633, 204.72301,  14.74380,  0.02370,   45.720, 7.81E+05, 9.44E+05,  0.00000,       0,       0
    650, NGC5263, NGC5263, 204.98190,  28.40080,  0.01620,   57.050, 4.97E+05, 3.38E+05,  0.00000,       0,       0
    651, NGC5267, NGC5267, 205.16650,  38.79410,  0.01980,   58.160, 9.56E+05, 7.10E+05,  0.01968,       1,       1
    652, UGC08662, UGC08662, 205.32190,  33.77260,  0.00670,   50.680, 2.17E+04, 2.31E+04,  0.00688,       1,       0
    653, NGC5289, NGC5289, 206.28630,  41.50340,  0.00840,   67.550, 1.17E+05, 8.62E+04,  0.00842,       1,       1
    654, NGC5308, NGC5308, 206.75180,  60.97320,  0.00670,   54.780, 2.99E+04, 3.18E+04,  0.00000,       0,       0
    655, UGC08726, UGC08726, 206.95270,  40.48850,  0.00780,   50.220, 3.65E+04, 3.06E+04,  0.00000,       0,       0
    656, NGC5305, NGC5305, 206.98230,  37.82630,  0.01890,   51.130, 5.61E+05, 4.00E+05,  0.00000,       0,       0
    657, UGC08733, UGC08733, 207.16251,  43.41250,  0.00780,   56.100, 5.21E+04, 4.35E+04,  0.00773,       1,       1
    658, UGC08739, UGC08739, 207.30850,  35.25760,  0.01690,   62.170, 7.33E+05, 5.00E+05,  0.00000,       0,       0
    659, NGC5320, NGC5320, 207.58490,  41.36620,  0.00870,   69.420, 1.41E+05, 9.93E+04,  0.00882,       1,       1
    660, NGC5318NED01, NGC5318NED01, 207.65010,  33.70480,  0.01440,   51.440, 2.52E+05, 1.66E+05,  0.00000,       0,       0
    661, IC4336, IC4336, 207.68069,  39.70680,  0.00850,   56.640, 6.97E+04, 5.11E+04,  0.00000,       0,       0
    662, NGC5326, NGC5326, 207.71130,  39.57490,  0.00850,   65.930, 1.11E+05, 8.13E+04,  0.00000,       0,       0
    663, IC0944, IC0944, 207.87860,  14.09220,  0.02330,   69.280, 1.26E+06, 1.51E+06,  0.02315,       1,       1
    664, UGC08778, UGC08778, 208.02780,  38.06700,  0.01080,   48.680, 9.08E+04, 5.19E+04,  0.01088,       1,       1
    665, UGC08781, UGC08781, 208.09480,  21.53940,  0.02530,   48.190, 1.12E+06, 1.23E+06,  0.02513,       1,       1
    666, UGC08794, UGC08794, 208.24030,  20.91700,  0.02860,   50.210, 1.44E+06, 1.59E+06,  0.00000,       0,       0
    667, NGC5349, NGC5349, 208.30470,  37.88310,  0.01890,   60.170, 9.34E+05, 6.68E+05,  0.00000,       0,       0
    668, UGC08806, UGC08806, 208.30930,  38.22710,  0.01170,   50.780, 1.31E+05, 7.52E+04,  0.00000,       0,       0
    669, NGC5347, NGC5347, 208.32410,  33.49080,  0.00790,   54.150, 4.90E+04, 3.96E+04,  0.00000,       0,       0
    670, NGC5350, NGC5350, 208.34010,  40.36390,  0.00770,   57.230, 5.45E+04, 4.60E+04,  0.00000,       0,       0
    671, NGC5353, NGC5353, 208.36140,  40.28320,  0.00730,   59.890, 5.29E+04, 4.95E+04,  0.00000,       0,       0
    672, NGC5376, NGC5376, 208.81689,  59.50660,  0.00690,   50.130, 2.35E+04, 2.40E+04,  0.00695,       1,       1
    673, NGC5379, NGC5379, 208.89301,  59.74280,  0.00600,   67.520, 4.15E+04, 5.12E+04,  0.00609,       1,       1
    674, IC0959, IC0959, 209.01421,  13.50580,  0.02290,   46.990, 7.74E+05, 9.24E+05,  0.00000,       0,       0
    675, UGC08858, UGC08858, 209.01849,  38.30420,  0.01910,   47.830, 4.74E+05, 3.42E+05,  0.00000,       0,       0
    676, NGC5378, NGC5378, 209.21260,  37.79720,  0.01000,   57.520, 1.19E+05, 6.74E+04,  0.00977,       1,       1
    677, UGC08873, UGC08873, 209.31430,  24.25760,  0.02960,   50.760, 1.38E+06, 1.52E+06,  0.00000,       0,       0
    678, UGC08881, UGC08881, 209.49490,   7.16170,  0.02350,   46.430, 8.00E+05, 9.64E+05,  0.00000,       0,       0
    679, NGC5402, NGC5402, 209.56920,  59.81460,  0.01010,   45.100, 5.89E+04, 3.34E+04,  0.01007,       1,       1
    680, NGC5394, NGC5394, 209.63831,  37.45360,  0.01140,   71.290, 3.37E+05, 1.94E+05,  0.01168,       1,       1
    681, UGC08896, UGC08896, 209.66090,   7.21650,  0.01470,   53.000, 2.94E+05, 1.94E+05,  0.00000,       0,       0
    682, UGC08902, UGC08902, 209.76170,  15.56570,  0.02560,   51.090, 1.40E+06, 1.49E+06,  0.00000,       0,       0
    683, NGC5401, NGC5401, 209.93100,  36.23810,  0.01230,   53.510, 1.77E+05, 1.04E+05,  0.00000,       0,       0
    684, NGC5406, NGC5406, 210.08380,  38.91540,  0.01800,   63.560, 9.49E+05, 6.50E+05,  0.01802,       1,       1
    685, NGC5425, NGC5425, 210.19870,  48.44380,  0.00690,   59.190, 4.26E+04, 4.39E+04,  0.00702,       1,       0
    686, NGC5421NED02, NGC5421NED02, 210.42540,  33.82150,  0.02620,   57.880, 1.36E+06, 1.42E+06,  0.02616,       1,       0
    687, NGC5409, NGC5409, 210.44200,   9.49030,  0.02080,   54.220, 8.98E+05, 8.26E+05,  0.00000,       0,       0
    688, NGC5439, NGC5439, 210.49030,  46.31190,  0.00630,   47.410, 1.15E+04, 1.34E+04,  0.00631,       1,       0
